solID,fb_alphas,fb_gammas,fb_thetas,tv_alphas,tv_gammas,tv_thetas,mape,nrmse,decomp.rssd,rsq_train,pos,lambda,Elapsed,ElapsedAccum,iterPar,iterNG,df.int,trial,iterations,coef0,mape.qt10,robynPareto
1_100_1,1.76515738142145,0.50732495427496,0.000588123743076308,1.07398768207603,0.645841411659501,0.189068245317324,0,0.129875222722623,0.0215654885029208,0.588865405281765,0,61028.8821942567,1.1920473575592,89.0426247119904,1,100,1,1,397,FALSE,TRUE,80
1_100_2,1.68962721349776,0.630666931153288,0.0142924752205205,1.0486560869128,0.596134403493304,0.181639070548128,0,0.130535866390065,0.0358859629914182,0.584672083775516,0,60528.6951934439,1.17599487304688,89.0411098003388,2,100,1,1,398,FALSE,TRUE,112
1_100_3,1.61810875300548,0.462788306975684,0.0633066602313008,0.999543231981217,0.656043571531022,0.178171791740393,0,0.129758037947051,0.0327626444192352,0.589606993687597,0,50169.5460993084,1.45261025428772,89.3623952865601,3,100,1,1,399,FALSE,TRUE,95
1_100_4,1.35914989496533,0.587338373404334,0.109829885275651,1.29961073693875,0.704260740016268,0.193486327654908,0,0.128495921666583,0.156948935738829,0.597551698563341,0,51125.6220524408,0.986247777938843,88.9275693893433,4,100,1,1,400,FALSE,TRUE,73
1_101_1,1.66226125332027,0.489572390567077,0.066077820618252,1.36270313953881,0.602311423978193,0.198498789199713,0,0.129886016505191,0.0856940834424896,0.588797064581597,0,67652.7774423809,1.35658597946167,91.551381111145,1,101,1,1,401,FALSE,TRUE,130
1_101_2,1.02311751872491,0.74236325034435,0.0449060284559569,1.00797726023048,0.656854173991893,0.190386473785416,0,0.129253318601252,0.133771718593692,0.592793392775527,0,55610.7591230548,1.57225656509399,91.81312251091,2,101,1,1,402,FALSE,TRUE,113
1_101_3,1.45906906339958,0.732995463290691,0.0166667706469327,1.04880520395805,0.622933783375139,0.19897995388324,0,0.129844989012289,0.00827665593282179,0.589056799408794,0,67417.8347946671,1.19525814056396,91.4551813602448,3,101,1,1,403,FALSE,TRUE,53
1_101_4,0.906596319923799,0.407963714748811,0.0589158447245528,1.07150814472734,0.66055823178507,0.192247017064868,0,0.129117205595823,0.238677660642312,0.593650576666879,0,55771.6892399408,1.1855742931366,91.5058686733246,4,101,1,1,404,FALSE,FALSE,
1_102_1,0.405964798869023,0.850924793994713,0.105231307064038,1.1665916820445,0.685095628557867,0.157069232117651,0,0.133668678088298,0.474195783097798,0.564497434828265,0,71869.6250492602,0.993796825408936,93.4565644264221,1,102,1,1,405,FALSE,FALSE,
1_102_2,1.92939859242108,0.415803973770356,0.043092937822321,1.29514378889735,0.635862989859441,0.191482522634245,0,0.130321425107724,0.0446671192134857,0.586035544987002,0,67320.0076136499,1.04540753364563,93.5360102653503,2,102,1,1,406,FALSE,TRUE,114
1_102_3,1.81835478041525,0.403885830718799,0.0448682473443287,1.29913880440862,0.665833726672737,0.183521725050567,0,0.129622716035847,0.0785974826958418,0.590462527704801,0,55604.2377030402,0.843119382858276,93.3730804920197,3,102,1,1,407,FALSE,TRUE,119
1_102_4,1.10583827637329,0.708353118363685,0.0405118423534358,1.19387599027502,0.597784150474337,0.189638832629734,0,0.13128426420742,0.148858082891945,0.579896054738386,0,73559.3685608091,1.23930835723877,93.8034570217133,4,102,1,1,408,FALSE,TRUE,173
1_103_1,0.473537466734472,0.546447250021967,0.0923375632195997,1.35437369823853,0.718001874766076,0.196292436232519,0,0.129325982178643,0.460142047229837,0.592335417594239,0,61780.7971661876,1.18484830856323,95.6598787307739,1,103,1,1,409,FALSE,FALSE,
1_103_2,1.48245938029845,0.632996906698978,0.00946091284290582,0.91974454352239,0.697948256764122,0.196759557853704,0,0.128751158862136,0.0306296807263324,0.595951308559944,0,55844.6600463828,1.05747485160828,95.5560603141785,2,103,1,1,410,FALSE,TRUE,67
1_103_3,1.41891009134418,0.490465403807413,0.0620947844536756,1.05051183980887,0.667602729954782,0.195152394698137,0,0.130905818239136,0.0736274989776275,0.582314585157863,0,73881.5194837465,1.19275283813477,95.729097366333,3,103,1,1,411,FALSE,TRUE,145
1_103_4,1.18810690896708,0.973055183079406,0.0525425494011596,1.11385793050669,0.587987640870199,0.19970831910447,0,0.129864764417205,0.0692078518540221,0.588931616495079,0,67445.0575703733,1.16868591308594,95.7587394714355,4,103,1,1,412,FALSE,TRUE,123
1_104_1,1.70438851878843,0.487087427884666,0.02795065752003,1.05631719481678,0.589454347309289,0.181465331038975,0,0.129519238280961,0.000762908279986731,0.591116133867272,0,50238.7910503875,1.21761274337769,97.6377761363983,1,104,1,1,413,FALSE,TRUE,15
1_104_2,1.63684733292963,0.437065653813379,0.0370782148608648,1.2901530206659,0.625391725985694,0.191571199573605,0,0.129650156448128,0.0853053213051909,0.590289115714584,0,61314.9609527345,1.12856912612915,97.5884940624237,2,104,1,1,414,FALSE,TRUE,120
1_104_3,0.418411573778789,0.69544420088905,0.123183210267791,0.923548584764201,0.661564781593577,0.192383101382208,0,0.130148203900269,0.415341539335914,0.587135283828672,0,61021.3430092899,1.13471055030823,97.6247265338898,3,104,1,1,415,FALSE,FALSE,
1_104_4,1.5142641972843,0.597930513038449,0.0383975837215882,0.955349537239946,0.627067173073263,0.19691995922029,0,0.12832621826305,0.0167749938331323,0.598614016278956,0,50825.5396395712,1.05218720436096,97.5765841007233,4,104,1,1,416,FALSE,TRUE,41
1_105_1,1.487708563848,0.669095130704027,0.104673778085757,0.947953139031931,0.603845457952312,0.190552584570588,0,0.129634153483992,0.00377189914847108,0.590390252251875,0,55447.2638058519,1.45805478096008,99.8294508457184,1,105,1,1,417,FALSE,TRUE,34
1_105_2,1.48030531826143,0.357395602043896,0.00435081886725415,0.868517849623901,0.551668200958322,0.16755302759869,0,0.131489575359448,0.0155831377525712,0.57858105375407,0,54224.0441047736,1.41774153709412,99.8129007816315,2,105,1,1,418,FALSE,TRUE,94
1_105_3,0.932813959585593,0.870482912147385,0.105259572651565,1.12156188750276,0.774278475036444,0.19731115743263,0,0.129934414755368,0.217257565206079,0.588490561835023,0,67724.1369214441,1.50470089912415,99.97540807724,3,105,1,1,419,FALSE,FALSE,
1_105_4,1.49396047854974,0.742419177664981,0.0712365487653231,1.03533488803968,0.605836403551779,0.189908969368055,0,0.130668260636252,0.00481172904129586,0.583829175035776,0,66877.3187381585,1.44886445999146,99.9272377490997,4,105,1,1,420,FALSE,TRUE,50
1_106_1,0.369685785613156,0.720177409761721,0.138977306514717,0.606753133538283,0.651546373085072,0.180879264052084,0,0.133021918409236,0.360159262338488,0.568701622077785,0,72173.8425382616,1.15437889099121,101.914605140686,1,106,1,1,421,FALSE,FALSE,
1_106_2,0.69737773930228,0.584714253921433,0.0884406413285922,1.09675115596506,0.673176235932814,0.191900045662106,0,0.12978070183344,0.315652359512183,0.589463620484756,0,61247.2235334181,1.09402942657471,101.869430780411,2,106,1,1,422,FALSE,FALSE,
1_106_3,1.45759152728903,0.637075060698528,0.0581371609465413,0.975464934895008,0.603313086472193,0.1750947040133,0,0.131790163840938,0.0188692295470795,0.576652102802801,0,66001.6810954746,0.974554777145386,101.780897855759,3,106,1,1,423,FALSE,TRUE,102
1_106_4,1.39696009240824,0.805476631865744,0.0397172382413174,0.500627933711625,0.690594960286096,0.180366728540225,0,0.132776116829466,0.207326787942562,0.570294079565623,0,71957.3714686859,1.13435363769531,101.967168569565,4,106,1,1,424,FALSE,FALSE,
1_107_1,1.65412061705754,0.606407390443266,0.0297962740979821,0.9491453540725,0.592150001202411,0.175117978289637,0,0.130093738174835,0.0428778262140181,0.587480771054942,0,49879.5333348673,0.950516223907471,103.46502661705,1,107,1,1,425,FALSE,TRUE,109
1_107_2,1.53907441843192,0.365705894578137,0.0628960886687785,1.25925428306262,0.687956578515398,0.195874720581629,0,0.129306648605801,0.133400106350027,0.592457296023243,0,61631.9635840735,1.22993898391724,103.770295143127,2,107,1,1,426,FALSE,TRUE,116
1_107_3,1.76515738142145,0.50732495427496,0.0342231139537007,1.16933510779721,0.616929029700973,0.182457231076014,0,0.129278396665157,0.0186169275976051,0.592635362883466,0,50433.8945543082,1.34903955459595,103.917586326599,3,107,1,1,427,FALSE,TRUE,65
1_107_4,0.0635572516372925,0.963353764776175,0.116080558831233,1.11633940304561,0.70247737113681,0.181639070548128,0,0.130072268760859,0.663103212665222,0.58761691619804,0,55426.1348762122,1.36113166809082,103.977457046509,4,107,1,1,428,FALSE,FALSE,
1_108_1,1.61810875300548,0.462788306975684,0.032395050157925,1.07109910702469,0.583531993704649,0.18044833984854,0,0.12917530829374,0.0284580403499422,0.593284780180978,0,45739.7154883253,0.670584201812744,105.198354244232,1,108,1,1,429,FALSE,TRUE,76
1_108_2,1.35914989496533,0.587338373404334,0.0475717129347055,1.08490631953918,0.656575571577125,0.189131801431403,0,0.129865445084617,0.0767488731089328,0.588927307372632,0,61066.8836027075,0.735357046127319,105.265684843063,2,108,1,1,430,FALSE,TRUE,127
1_108_3,1.95371787321039,0.543146312467104,0.0569926182642548,1.36270313953881,0.602311423978193,0.198498789199713,0,0.129830930183389,0.0144429768670077,0.589145783472308,0,67652.7774423809,0.834951162338257,105.377784967423,3,108,1,1,431,FALSE,TRUE,70
1_108_4,1.55188681337077,0.74236325034435,0.0449060284559569,1.00797726023048,0.660990871204411,0.199805748959326,0,0.127957873910647,0.0287800818900497,0.600914965722808,0,51054.4417239211,0.657008409500122,105.217495918274,4,108,1,1,432,FALSE,TRUE,33
