date,tv,fb,context_0_center,context_100_center,fb_contribution,tv_contribution,bookings_noiseless,bookings_noisy,bookings_noisy_context
2015-01-01,3392,285051,0.7280711139076589,100.72807111390766,142525.5,678400,10820925.5,10572190.101570107,11154646.992696235
2015-01-02,2303,251996,0.032504296995841946,100.03250429699584,125998.0,460600,10586598.0,9444960.052347051,9470963.489943724
2015-01-03,7985,652251,0.9324515788428823,100.93245157884289,326125.5,1597000,11923125.5,10902289.338841842,11648250.60191615
2015-01-04,2064,529800,-2.5379108188800266,97.46208918111998,264900.0,412800,10677700.0,10855056.399984853,8824727.744880833
2015-01-05,8499,592777,-0.8792672704245066,99.1207327295755,296388.5,1699800,11996188.5,12016469.346941438,11313055.530601833
2015-01-06,8849,662382,1.1010814412216647,101.10108144122167,331191.0,1769800,12100991.0,12700963.917919839,13581829.070897171
2015-01-07,5307,651445,0.926989429425549,100.92698942942555,325722.5,1061400,11387122.5,11524942.801177472,12266534.34471791
2015-01-08,9070,690830,2.0823014498615207,102.08230144986152,345415.0,1814000,12159415.0,11971995.285562765,13637836.445451982
2015-01-09,5534,726957,-0.4393147847811417,99.56068521521885,363478.5,1106800,11470278.5,11541658.366296185,11190206.538471272
2015-01-10,6999,605271,-0.6665170398333274,99.33348296016668,302635.5,1399800,11702435.5,10370774.238783274,9837560.606916612
2015-01-11,379,648200,0.12350566169619656,100.1235056616962,324100.0,75800,10399900.0,9610921.479995457,9709726.009352414
2015-01-12,9305,465251,-1.1231819304762913,98.87681806952371,232625.5,1861000,12093625.5,12558829.692296395,11660284.147915361
2015-01-13,9583,252168,0.20492729440437607,100.20492729440437,126084.0,1916600,12042684.0,11210367.613842065,11374309.449365566
2015-01-14,9035,690937,0.5357471013193068,100.5357471013193,345468.5,1807000,12152468.5,12080231.90387533,12508829.584930776
2015-01-15,706,733308,0.5616063581801695,100.56160635818017,366654.0,141200,10507854.0,11234742.826802157,11684027.913346292
2015-01-16,132,540215,1.0141113546265768,101.01411135462658,270107.5,26400,10296507.5,9742914.577814898,10554203.66151616
2015-01-17,6948,328374,2.061515174145079,102.06151517414509,164187.0,1389600,11553787.0,11770997.278410284,13420209.417726347
2015-01-18,9077,305943,0.13376563341669662,100.1337656334167,152971.5,1815400,11968371.5,12347562.925698157,12454575.432431515
2015-01-19,7884,595416,0.0348587827918522,100.03485878279186,297708.0,1576800,11874508.0,12043218.323532395,12071105.349765876
2015-01-20,5884,489695,-1.1922070997366898,98.80779290026331,244847.5,1176800,11421647.5,12113812.698604133,11160047.018814782
2015-01-21,8224,509873,1.5553371290163545,101.55533712901635,254936.5,1644800,11899736.5,11048990.303225957,12293260.006439041
2015-01-22,4810,598961,-0.19680754918031612,99.80319245081968,299480.5,962000,11261480.5,12436679.856276482,12279233.81693223
2015-01-23,8508,689386,1.0307405130263891,101.03074051302639,344693.0,1701600,12046293.0,11473799.32428475,12298391.73470586
2015-01-24,4976,464450,-2.2452202074790333,97.75477979252096,232225.0,995200,11227425.0,10980788.619326422,9184612.453343196
2015-01-25,2121,362019,-0.15383642395472794,99.84616357604527,181009.5,424200,10605209.5,10170361.58182283,10047292.442659047
2015-01-26,4020,309573,-0.06592188450115202,99.93407811549885,154786.5,804000,10958786.5,11465187.201719448,11412449.694118526
2015-01-27,8132,598896,-0.6398627877736316,99.36013721222636,299448.0,1626400,11925848.0,11164593.07430869,10652702.844089784
2015-01-28,5496,671827,-1.7544587304948431,98.24554126950515,335913.5,1099200,11435113.5,12065958.49225625,10662391.507860376
2015-01-29,8327,559352,0.19683103903703655,100.19683103903704,279676.0,1665400,11945076.0,12035209.300103378,12192674.131333007
2015-01-30,4925,476862,-1.3525095329516876,98.64749046704831,238431.0,985000,11223431.0,11849504.645802217,10767497.019440867
2015-01-31,8276,329394,-0.25832068405608494,99.74167931594391,164697.0,1655200,11819897.0,11634467.267489605,11427810.720244737
2015-02-01,181,739542,-0.39178506609114777,99.60821493390885,369771.0,36200,10405971.0,11132048.061016848,10818620.00814393
2015-02-02,1952,699924,0.6741459945919606,100.67414599459197,349962.0,390400,10740362.0,11084834.33698641,11624151.132659977
2015-02-03,2539,714386,-1.1671541973176558,98.83284580268234,357193.0,507800,10864993.0,10091828.74120809,9158105.383353965
2015-02-04,4592,729892,-0.0073558248588051905,99.9926441751412,364946.0,918400,11283346.0,10058461.831839213,10052577.17195217
2015-02-05,4214,306794,-0.8326201054597635,99.16737989454023,153397.0,842800,10996197.0,10176530.736826394,9510434.652458582
2015-02-06,8885,480274,0.012905625298843955,100.01290562529884,240137.0,1777000,12017137.0,10949868.096258637,10960192.596497713
2015-02-07,5653,345950,-1.0333579351955395,98.96664206480446,172975.0,1130600,11303575.0,10677791.972785179,9851105.624628747
2015-02-08,232,316401,0.3564049475582919,100.35640494755829,158200.5,46400,10204600.5,9658875.240009831,9943999.198056465
2015-02-09,8010,404004,-1.0110479442337335,98.98895205576626,202002.0,1602000,11804002.0,11442818.503950512,10633980.148563525
2015-02-10,3867,355061,-1.758484747443022,98.24151525255698,177530.5,773400,10950930.5,11348329.95473935,9941542.156784933
2015-02-11,2746,427934,0.6052323975944868,100.60523239759449,213967.0,549200,10763167.0,10077515.591773761,10561701.50984935
2015-02-12,8822,699515,0.8423494758400141,100.84234947584001,349757.5,1764400,12114157.5,11865908.764135351,12539788.344807362
2015-02-13,7074,481475,-0.10455806966046288,99.89544193033954,240737.5,1414800,11655537.5,11108722.680331973,11025076.224603603
2015-02-14,3178,695417,-0.9607223472821236,99.03927765271787,347708.5,635600,10983308.5,11142727.774372047,10374149.896546349
2015-02-15,52,558436,-0.8528593914614941,99.1471406085385,279218.0,10400,10289618.0,11122039.215584053,10439751.702414857
2015-02-16,1170,379470,-0.7332825177102608,99.26671748228974,189735.0,234000,10423735.0,10695353.047635328,10108727.03346712
2015-02-17,791,332528,-1.3124199495203015,98.6875800504797,166264.0,158200,10324464.0,10810783.456355356,9760847.496739114
2015-02-18,2435,726258,0.6265303479814717,100.62653034798147,363129.0,487000,10850129.0,10927059.541758768,11428283.820143946
2015-02-19,3963,692014,-2.598040201416744,97.40195979858325,346007.0,792600,11138607.0,10248785.714854043,8170353.5537206475
2015-02-20,9798,251872,0.3794562575590198,100.37945625755901,125936.0,1959600,12085536.0,11377039.95893547,11680604.964982685
2015-02-21,6936,279962,0.2214997297356317,100.22149972973563,139981.0,1387200,11527181.0,11703818.394643918,11881018.178432424
2015-02-22,5427,743465,0.5483179248921052,100.5483179248921,371732.5,1085400,11457132.5,11352763.266019529,11791417.605933214
2015-02-23,1286,707023,0.27291505767079427,100.2729150576708,353511.5,257200,10610711.5,10444407.54510086,10662739.591237497
2015-02-24,1405,678262,-2.5496059957251798,97.45039400427483,339131.0,281000,10620131.0,10827261.999400282,8787577.202820139
2015-02-25,5412,746365,-0.42049506845955237,99.57950493154044,373182.5,1082400,11455582.5,12314674.450114785,11978278.395347143
2015-02-26,6670,722996,-0.24846018735319422,99.75153981264681,361498.0,1334000,11695498.0,12323563.867770154,12124795.717887599
2015-02-27,1109,661321,0.8113194624151723,100.81131946241517,330660.5,221800,10552460.5,10709682.484863443,11358738.054795582
2015-02-28,5619,482891,-0.09865719547259176,99.9013428045274,241445.5,1123800,11365245.5,12002689.176886734,11923763.42050866
2015-03-01,7208,320243,-1.675073013702049,98.32492698629795,160121.5,1441600,11601721.5,10759942.427366573,9419884.016404934
2015-03-02,2942,700115,2.125296718147303,102.1252967181473,350057.5,588400,10938457.5,8991134.589913718,10691371.964431562
2015-03-03,2261,570205,1.7751924421005392,101.77519244210053,285102.5,452200,10737302.5,10261897.432798024,11682051.386478456
2015-03-04,7963,547994,0.6277487666372198,100.62774876663723,273997.0,1592600,11866597.0,11875040.932903167,12377239.946212944
2015-03-05,3882,517396,0.5172911834217504,100.51729118342175,258698.0,776400,11035098.0,10845072.283285055,11258905.230022456
