,date,tv,context_0_center,context_100_center,context_0_anchored,bookings_tv_noiseless,bookings_tv_noisy,bookings_tv_context_0_center,bookings_tv_context_0_anchored
0,2015-01-01,3392,2.095219729230004,102.09521972923001,2.4722,10678400,10870269.370851157,12546445.15423516,12848029.370851157
1,2015-01-02,2303,-0.4106380054676871,99.58936199453231,1.6465500000000002,10460600,9392049.617524646,9063539.213150496,10709289.617524646
2,2015-01-03,7985,0.25203189928717706,100.25203189928718,3.33415,11597000,12409709.263300579,12611334.78273032,15077029.263300579
3,2015-01-04,2064,0.6457538743250081,100.64575387432501,2.30385,10412800,9916174.578996444,10432777.67845645,11759254.578996444
4,2015-01-05,8499,-1.6896930480430343,98.31030695195696,4.215,11699800,10890541.920395724,9538787.481961297,14262541.920395724
5,2015-01-06,8849,0.9670922988572761,100.96709229885728,3.05405,11769800,11467920.75227555,12241594.591361372,13911160.75227555
6,2015-01-07,5307,0.9107460697738213,100.91074606977382,0.6864,11061400,11220270.334441287,11948867.190260345,11769390.334441287
7,2015-01-08,9070,-0.5451654235942742,99.45483457640573,3.4538,11814000,10851674.369981982,10415542.031106563,13614714.369981982
8,2015-01-09,5534,0.013156884352722345,100.01315688435272,1.6469500000000001,11106800,10944333.609913124,10954859.117395302,12261893.609913124
9,2015-01-10,6999,0.5784665553372047,100.5784665553372,1.9892,11399800,11046158.121440629,11508931.365710393,12637518.121440629
10,2015-01-11,379,0.07113228416027068,100.07113228416027,3.8979000000000004,10075800,11277200.358774481,11334106.186102698,14395520.358774481
11,2015-01-12,9305,-1.1838382501926947,98.8161617498073,0.2429,11861000,11895192.612448154,10948122.012293998,12089512.612448154
12,2015-01-13,9583,0.8613344772838896,100.86133447728389,0.5461,11916600,11393117.276681146,12082184.858508257,11829997.276681146
13,2015-01-14,9035,-0.4791241770813943,99.52087582291861,2.7267,11807000,10804881.963369671,10421582.621704556,12986241.963369671
14,2015-01-15,706,0.448758722592564,100.44875872259256,4.41335,10141200,8954353.11282046,9313360.090894511,12485033.11282046
15,2015-01-16,132,0.1753763127166822,100.17537631271668,2.5741,10026400,10541667.763115965,10681968.81328931,12600947.763115965
16,2015-01-17,6948,1.9034561092233273,101.90345610922333,0.27355,11389600,11503275.412058733,13026040.299437396,11722115.412058733
17,2015-01-18,9077,-0.15616504623058725,99.84383495376942,1.0420500000000001,11815400,11266444.29113228,11141512.25414781,12100084.29113228
18,2015-01-19,7884,0.24025254616994396,100.24025254616994,2.7986500000000003,11576800,11343791.047901655,11535993.08483761,13582711.047901655
19,2015-01-20,5884,-0.2019974545031264,99.79800254549687,2.9323,11176800,10747344.559778366,10585746.596175864,13093184.559778366
20,2015-01-21,8224,0.0702586578007713,100.07025865780078,2.7624500000000003,11644800,12300319.750161627,12356526.676402245,14510279.750161627
21,2015-01-22,4810,-0.2570704565281527,99.74292954347185,2.22325,10962000,10389612.55172585,10183956.186503327,12168212.55172585
22,2015-01-23,8508,0.33334658839898423,100.33334658839898,0.5088,11701600,11612308.420064893,11878985.69078408,12019348.420064893
23,2015-01-24,4976,2.2648292556231566,102.26482925562316,4.96595,10995200,11524223.955277547,13336087.359776072,15496983.955277547
24,2015-01-25,2121,-0.2562512416232802,99.74374875837673,2.4057500000000003,10424200,9030178.801016275,8825177.807717651,10954778.801016275
25,2015-01-26,4020,-1.012532107419248,98.98746789258075,1.43765,10804000,10573942.064165685,9763916.378230287,11724062.064165685
26,2015-01-27,8132,-0.029320734645341063,99.97067926535466,2.2466,11626400,11473653.161310246,11450196.573593974,13270933.161310246
27,2015-01-28,5496,0.44674323536529115,100.44674323536529,3.333,11099200,10527716.864439795,10885111.452732028,13194116.864439795
28,2015-01-29,8327,-1.7308127347738167,98.26918726522618,3.9408000000000003,11665400,11042131.063606896,9657480.875787843,14194771.063606896
29,2015-01-30,4925,0.06675857346455974,100.06675857346455,3.5177,10985000,11987742.31761083,12041149.176382478,14801902.31761083
30,2015-01-31,8276,0.48788548485189986,100.4878854848519,2.8152500000000003,11655200,11923516.343415864,12313824.731297383,14175716.343415864
31,2015-02-01,181,-1.1077198503409529,98.89228014965904,0.0349,10036200,9991952.76569419,9105776.885421427,10019872.76569419
32,2015-02-02,1952,1.3698069760393048,101.3698069760393,1.5043,10390400,10079619.014113963,11175464.594945407,11283059.014113963
33,2015-02-03,2539,0.21777194738205294,100.21777194738205,3.2887,10507800,10555020.626635317,10729238.18454096,13185980.626635317
34,2015-02-04,4592,1.1784545438681697,101.17845454386817,1.73285,10918400,11371400.029708013,12314163.66480255,12757680.029708013
35,2015-02-05,4214,0.6150712046720901,100.61507120467209,4.656000000000001,10842800,10696772.57650881,11188829.540246483,14421572.57650881
36,2015-02-06,8885,0.021983926784208213,100.0219839267842,0.11425,11777000,11608779.970741076,11626367.112168442,11700179.970741076
37,2015-02-07,5653,0.006464129376197413,100.0064641293762,4.1565,11130600,11286226.782596443,11291398.0860974,14611426.782596443
38,2015-02-08,232,1.6463075143283556,101.64630751432836,2.1978,10046400,11248275.196750006,12565321.20821269,13006515.196750006
39,2015-02-09,8010,-1.5071743192362224,98.49282568076377,3.3043500000000003,11602000,10696765.88202679,9491026.426637812,13340245.88202679
40,2015-02-10,3867,-0.6720572246989855,99.32794277530101,3.9667000000000003,10773400,10495136.266950935,9957490.487191746,13668496.266950935
41,2015-02-11,2746,0.19521188205138792,100.19521188205138,0.21400000000000002,10549200,9609420.567882128,9765590.073523238,9780620.567882128
42,2015-02-12,8822,-0.1369232377067452,99.86307676229326,3.2447500000000002,11764400,12000672.121674288,11891133.531508893,14596472.121674288
43,2015-02-13,7074,-1.490876293276402,98.5091237067236,2.03785,11414800,11150931.042457072,9958230.00783595,12781211.042457072
44,2015-02-14,3178,0.9265864627502552,100.92658646275025,4.596150000000001,10635600,9875497.149154175,10616766.31935438,13552417.149154175
45,2015-02-15,52,1.0481129891266616,101.04811298912666,1.17165,10010400,10253916.023308666,11092406.414609995,11191236.023308666
46,2015-02-16,1170,-0.1531309517263885,99.84686904827362,0.48675,10234000,9797968.140601616,9675463.379220506,10187368.140601616
47,2015-02-17,791,-0.9134059570476047,99.0865940429524,0.8647,10158200,8834693.654692866,8103968.889054782,9526453.654692866
48,2015-02-18,2435,-1.119581057784481,98.88041894221551,2.0015,10487000,9688154.366323516,8792489.520095931,11289354.366323516
49,2015-02-19,3963,-0.14929561326975402,99.85070438673024,2.69685,10792600,11129696.342639655,11010259.852023851,13287176.342639655
50,2015-02-20,9798,-0.9549820154805068,99.04501798451949,2.97845,11959600,12080236.522256333,11316250.909871928,14462996.522256333
51,2015-02-21,6936,0.9330710505428956,100.93307105054289,3.8758500000000002,11387200,11795037.235942954,12541494.07637727,14895717.235942954
52,2015-02-22,5427,-2.4731345884087705,97.52686541159123,0.6062000000000001,11085400,9733034.130582185,7754526.459855169,10217994.130582185
53,2015-02-23,1286,-0.8203505296020278,99.17964947039798,3.3243,10257200,9122373.216128357,8466092.792446734,11781813.216128357
54,2015-02-24,1405,0.6270331187102167,100.62703311871022,3.5909500000000003,10281000,10408207.777705697,10909834.272673871,13280967.777705697
55,2015-02-25,5412,0.19163969883747992,100.19163969883748,2.7100500000000003,11082400,10462809.83478673,10616121.593856715,12630849.83478673
56,2015-02-26,6670,0.07256349814041962,100.07256349814043,0.7409,11334000,11835199.36192365,11893250.160435986,12427919.36192365
57,2015-02-27,1109,-0.986003619087372,99.01399638091263,1.5414,10221800,10043673.85245813,9254870.957188234,11276793.85245813
58,2015-02-28,5619,0.1812756565653197,100.18127565656532,1.4762000000000002,11123800,11689582.964358736,11834603.489610992,12870542.964358736
59,2015-03-01,7208,0.2113647104858201,100.21136471048582,1.69155,11441600,10291978.428775383,10461070.19716404,11645218.428775383
60,2015-03-02,2942,1.9514051499692762,101.95140514996928,2.88045,10588400,11220287.437039077,12781411.557014499,13524647.437039077
61,2015-03-03,2261,-0.25246220758810334,99.74753779241189,0.3256,10452200,10696847.844097575,10494878.078027092,10957327.844097575
62,2015-03-04,7963,-0.6653701547905821,99.33462984520942,4.3980500000000005,11592600,12177648.952314667,11645352.828482201,15696088.952314667
63,2015-03-05,3882,3.323682068171036,103.32368206817104,4.6276,10776400,10539174.896690138,13198120.551226966,14241254.896690138
64,2015-03-06,2609,-0.47435245876943277,99.52564754123057,0.95065,10521800,10274276.082756478,9894794.115740933,11034796.082756478
65,2015-03-07,8848,-2.1065642833847376,97.89343571661526,1.0279500000000001,11769600,12045126.50362569,10359875.0769179,12867486.50362569
66,2015-03-08,8464,-0.8957664591997435,99.10423354080025,4.14245,11692800,11827659.336658824,11111046.169299029,15141619.336658824
67,2015-03-09,1132,0.37797329432651117,100.37797329432651,3.2951,10226400,10725376.994399657,11027755.629860867,13361456.994399657
68,2015-03-10,8767,-0.010318958191753847,99.98968104180824,0.20745000000000002,11753400,12451860.075657664,12443604.909104262,12617820.075657664
69,2015-03-11,3453,2.8347063232610066,102.834706323261,2.3865000000000003,10690600,11038418.56809271,13306183.626701515,12947618.56809271
70,2015-03-12,6556,-0.45574492623456153,99.54425507376544,4.7431,11311200,10386113.182873216,10021517.241885567,14180593.182873216
71,2015-03-13,7611,-0.9704895424870483,99.02951045751296,0.9111,11522200,11499573.465557327,10723181.83156769,12228453.465557327
72,2015-03-14,6643,-1.2326584256015103,98.76734157439849,3.5136000000000003,11328600,10840605.695366912,9854478.954885703,13651485.695366912
73,2015-03-15,1953,-0.7828275693004595,99.21717243069953,0.01225,10390600,11154836.571448406,10528574.516008038,11164636.571448406
74,2015-03-16,5896,0.5601615042359124,100.56016150423591,1.3946,11179200,10374022.205867192,10822151.409255922,11489702.205867192
75,2015-03-17,2752,1.5030180710445582,101.50301807104456,3.5757000000000003,10550400,9592940.12277266,10795354.579608306,12453500.12277266
76,2015-03-18,7987,-0.5005249717908623,99.49947502820913,4.9098500000000005,11597400,11423616.922083287,11023196.944650596,15351496.922083287
77,2015-03-19,7753,0.8090327187627593,100.80903271876277,1.3367,11550600,12024899.028190965,12672125.203201173,13094259.028190965
78,2015-03-20,8556,-0.13015157867687718,99.86984842132313,2.63335,11711200,11814554.783422891,11710433.520481389,13921234.783422891
79,2015-03-21,2303,-1.03539662209528,98.96460337790472,0.60395,10460600,10389479.98877692,9561162.691100696,10872639.98877692
80,2015-03-22,3865,0.8468270889328672,100.84682708893287,3.81975,10773000,11244078.98991182,11921540.661058115,14299878.98991182
81,2015-03-23,4820,0.05567773196091228,100.05567773196091,3.11445,10964000,10986236.377028849,11030778.562597578,13477796.377028849
82,2015-03-24,5400,-0.33652569382798464,99.66347430617202,1.8947,11080000,10939560.37765035,10670339.822587963,12455320.37765035
83,2015-03-25,4260,1.3507521136356286,101.35075211363562,4.39695,10852000,11060005.493526127,12140607.18443463,14577565.493526127
84,2015-03-26,4699,1.0456606827040735,101.04566068270407,2.16645,10939800,10386567.25291935,11223095.799082609,12119727.25291935
85,2015-03-27,9490,0.45272193117190557,100.45272193117191,2.08115,11898000,12513608.376697905,12875785.92163543,14178528.376697905
86,2015-03-28,2006,-0.7704816069227464,99.22951839307726,4.18445,10401200,10980087.5776787,10363702.292140504,14327647.5776787
87,2015-03-29,791,0.9045169417795383,100.90451694177953,0.14265,10158200,9379907.057835134,10103520.611258764,9494027.057835134
88,2015-03-30,7592,0.7899915215319873,100.78999152153199,2.67255,11518400,11663270.575297965,12295263.792523555,13801310.575297965
89,2015-03-31,6616,-0.44970093352726853,99.55029906647273,0.98865,11323200,11524962.463535301,11165201.716713486,12315882.463535301
90,2015-04-01,5857,-0.5424637710027804,99.45753622899721,1.96475,11171400,11375431.31919624,10941460.302394014,12947231.31919624
91,2015-04-02,3272,-0.2081297431603224,99.79187025683967,4.721550000000001,10654400,11068507.894417774,10902004.099889517,14845747.894417774
92,2015-04-03,457,0.5498496634155796,100.54984966341559,3.9829000000000003,10091400,10103547.8461975,10543427.576929964,13289867.8461975
93,2015-04-04,7611,0.35319558671023904,100.35319558671024,4.9285000000000005,11522200,10974738.442490846,11257294.911859037,14917538.442490846
94,2015-04-05,687,-1.0147973189846278,98.98520268101537,1.8834000000000002,10137400,9900240.888109356,9088403.032921653,11406960.888109356
95,2015-04-06,4293,1.3962837936832078,101.39628379368321,3.61865,10858600,11083058.507214308,12200085.542160874,13977978.507214308
96,2015-04-07,8604,1.697463437880675,101.69746343788067,4.5728,11720800,12123267.068899538,13481237.819204079,15781507.068899538
97,2015-04-08,8661,-1.3601156283995115,98.63988437160049,2.5561000000000003,11732200,11055662.46696506,9967569.964245452,13100542.46696506
98,2015-04-09,4714,-0.39730910149587834,99.60269089850412,1.78685,10942800,12112529.993065063,11794682.71186836,13542009.993065063
99,2015-04-10,4504,2.329887742242645,102.32988774224265,4.9312000000000005,10900800,11721357.760371596,13585267.954165712,15666317.760371596
100,2015-04-11,1110,-1.6080055277955982,98.3919944722044,1.1207,10222000,11034810.59289394,9748406.170657462,11931370.59289394
101,2015-04-12,6424,0.33979555277003387,100.33979555277003,3.6813000000000002,11284800,9978193.491098225,10250029.933314253,12923233.491098225
102,2015-04-13,732,0.8120873908296959,100.8120873908297,2.50975,10146400,10212954.705462059,10862624.618125815,12220754.705462059
103,2015-04-14,7249,0.15648247099251605,100.15648247099251,0.154,11449800,11839019.167517964,11964205.144311978,11962219.167517964
104,2015-04-15,3890,-1.4561983679824553,98.54380163201755,1.99465,10778000,11637090.557027405,10472131.86264144,13232810.557027405
105,2015-04-16,9055,-0.5900291292400639,99.40997087075993,4.11735,11811000,11433344.461507065,10961321.158115014,14727224.461507065
106,2015-04-17,6747,-0.7912792233089735,99.20872077669102,1.44025,11349400,10993280.197334997,10360256.818687819,12145480.197334997
107,2015-04-18,6804,1.0451971315798143,101.04519713157981,0.22885,11360800,11408935.75016122,12245093.45542507,11592015.75016122
108,2015-04-19,6149,-1.56317961578742,98.43682038421258,3.9167500000000004,11229800,10095470.975867333,8844927.283237398,13228870.975867333
109,2015-04-20,2064,1.2399292016522117,101.23992920165222,2.4141,10412800,9408201.702474412,10400145.063796181,11339481.702474412
110,2015-04-21,4451,1.290036679637687,101.29003667963768,3.79775,10890200,10354422.947244462,11386452.290954612,13392622.947244462
111,2015-04-22,6444,0.5726713922482564,100.57267139224825,2.5381,11288800,10456880.181330245,10915017.29512885,12487360.181330245
112,2015-04-23,5143,-0.3600782068656639,99.63992179313433,2.27145,11028600,11166810.070748134,10878747.505255602,12983970.070748134
113,2015-04-24,3883,-0.3830164027041294,99.61698359729587,0.46295000000000003,10776600,10784528.672623565,10478115.550460262,11154888.672623565
114,2015-04-25,591,0.6374262141850219,100.63742621418503,0.17605,10118200,9778257.752846936,10288198.724194953,9919097.752846936
115,2015-04-26,6019,0.04942306542958863,100.0494230654296,1.417,11203800,10874140.831343383,10913679.283687053,12007740.831343383
116,2015-04-27,5345,0.4649107198737176,100.46491071987371,3.44965,11069000,11868916.198239937,12240844.77413891,14628636.198239937
117,2015-04-28,2094,1.0670979698874101,101.06709796988741,4.833950000000001,10418800,10191432.843101716,11045111.219011644,14058592.843101716
118,2015-04-29,3962,-0.38226946145988694,99.61773053854012,3.4553000000000003,10792400,10189993.364449266,9884177.795281356,12954233.364449266
119,2015-04-30,753,2.8490905760556045,102.8490905760556,1.6329500000000001,10150600,11898366.652971653,14177639.113816136,13204726.652971653
120,2015-05-01,5043,1.2464393708064103,101.24643937080641,3.8777000000000004,11008600,11106209.401248677,12103360.897893805,14208369.401248677
121,2015-05-02,3862,0.14832810258284995,100.14832810258285,2.2483500000000003,10772400,10951535.407228708,11070197.889294988,12750215.407228708
122,2015-05-03,3434,-0.4390069554263119,99.56099304457369,0.93435,10686800,11035796.89535831,10684591.33101726,11783276.89535831
