date,tv,fb,context_0_center,context_100_center,fb_contribution,tv_contribution,bookings_noiseless,bookings_noisy,bookings_noisy_context
2015-01-01,3392,4783,-1.0122280739854423,98.98777192601456,1913200,678400,12591600,12263464.39826329,11453681.939074937
2015-01-02,2303,4496,1.927733458474173,101.92773345847418,1798400,460600,12259000,10764773.786275953,12306960.553055292
2015-01-03,7985,3343,1.525495588446163,101.52549558844616,1337200,1597000,12934200,13175304.637098296,14395701.107855227
2015-01-04,2064,3772,0.4934783425910205,100.49347834259102,1508800,412800,11921600,12082188.581944508,12476971.256017325
2015-01-05,8499,5282,0.3190385018826013,100.3190385018826,2112800,1699800,13812600,14409920.819410378,14665151.62091646
2015-01-06,8849,2537,0.9914169764810393,100.99141697648103,1014800,1769800,12784600,13095317.981828138,13888451.563012969
2015-01-07,5307,4321,-1.3378304500425058,98.6621695499575,1728400,1061400,12789800,12527574.249723732,11457309.889689729
2015-01-08,9070,5515,-0.2902275784722319,99.70977242152777,2206000,1814000,14020000,13613307.125282645,13381125.06250486
2015-01-09,5534,7484,-1.298160781843847,98.70183921815615,2993600,1106800,14100400,14986142.354390025,13947613.728914948
2015-01-10,6999,4759,-0.45843263047056787,99.54156736952943,1903600,1399800,13303400,12925255.74578901,12558509.641412556
2015-01-11,379,4668,-0.7655150160134995,99.2344849839865,1867200,75800,11943000,10925104.460209401,10312692.447398601
2015-01-12,9305,5995,0.13487313040757837,100.13487313040758,2398000,1861000,14259000,14962121.76783361,15070020.272159671
2015-01-13,9583,7146,0.23160806164952968,100.23160806164952,2858400,1916600,14775000,15666744.630473694,15852031.079793317
2015-01-14,9035,3852,-0.8685277060680173,99.13147229393198,1540800,1807000,13347800,12538153.92952241,11843331.764667995
2015-01-15,706,4627,-1.2226167146586178,98.77738328534139,1850800,141200,11992000,11456971.292328328,10478877.920601433
2015-01-16,132,7397,-0.3588865336297467,99.64111346637026,2958800,26400,12985200,13262002.549715193,12974893.322811395
2015-01-17,6948,3958,2.600544223962394,102.60054422396239,1583200,1389600,12972800,13208017.017062701,15288452.396232616
2015-01-18,9077,4729,1.980009237562422,101.98000923756243,1891600,1815400,13707000,13658300.839048516,15242308.229098454
