solID,fb_alphas,fb_gammas,fb_thetas,tv_alphas,tv_gammas,tv_thetas,mape,nrmse,decomp.rssd,rsq_train,pos,lambda,Elapsed,ElapsedAccum,iterPar,iterNG,df.int,trial,iterations,coef0,mape.qt10,robynPareto
1_100_1,0.467351963800604,0.864647570135689,0.0765927244665124,1.12179675520161,0.683342307981947,0.0436259968399158,0,0.0589205139044568,0.0458721864056339,0.950676454472767,0,69026.4578665074,0.408018827438355,66.508908033371,1,100,1,1,397,FALSE,FALSE,
1_100_2,0.233767495342211,0.908995655164478,0.106420801094932,1.66295793851859,0.887814141009462,0.026742219661259,0,0.0293705242508113,0.375138563600805,0.987744116265577,1,58484.2947504695,0.409034729003906,66.5149123668671,2,100,1,1,398,FALSE,FALSE,
1_100_3,1.99884811054351,0.599673004158852,0.00918042191241893,1.75792708583985,0.740756242224625,0.0117577857872018,0,0.0309616652746579,0.346441208733856,0.986380227365045,1,58392.7775701313,0.40577220916748,66.5173344612122,3,100,1,1,399,FALSE,FALSE,
1_100_4,1.51662528859022,0.501834124918083,0.0104658757600631,1.7828236526281,0.76607945719186,0.0252492285669659,0,0.0305599395685684,0.252110873061045,0.986731365917051,1,58428.7705466552,0.39596962928772,66.5156030654907,4,100,1,1,400,FALSE,FALSE,
1_101_1,0.0254946262289257,0.999011835160995,0.0603805917126688,1.70538346313711,0.899817989234568,0.0103384187042494,0,0.0285268044384433,0.66454660504861,0.98843814589076,0,58491.7059680184,0.38805365562439,67.1414742469788,1,101,1,1,401,FALSE,FALSE,
1_101_2,0.701978646589127,0.773146540260287,0.095594945389087,1.65158049696925,0.911340087754849,0.0738836431194137,0,0.0332670976924933,0.0111166817499317,0.9842764334791,1,58419.5388250554,0.381590604782105,67.1434903144836,2,101,1,1,402,FALSE,TRUE,118
1_101_3,0.573497832414614,0.884568607486978,0.105153182031255,1.64146588417092,0.981110837181196,0.0291500603929817,0,0.0286350973429719,0.0835055034664349,0.988350197498099,1,58515.8984625767,0.405316114425659,67.1765029430389,3,101,1,1,403,FALSE,TRUE,152
1_101_4,0.699448622960919,0.722132854041184,0.0766479076837331,1.68154011315472,0.895602579997069,0.0353236027725579,0,0.0294251569356744,0.00651990620663711,0.987698479043042,1,58488.6552123318,0.383007764816284,67.163880109787,4,101,1,1,404,FALSE,TRUE,93
1_102_1,0.398096798151177,0.50153542544994,0.0194686569623164,1.69575000768968,0.939880914731484,0.0566836454914081,0,0.0306153103880483,0.195713514612288,0.986683240119607,1,58481.2393375311,0.415490388870239,67.8917872905731,1,102,1,1,405,FALSE,FALSE,
1_102_2,0.605081119137831,0.677585919216391,0.0850310485288328,1.53452786139395,0.933376993992093,0.0647264527476949,0,0.0330029488241401,0.0381746012900683,0.984525140053172,1,58400.912134467,0.416714191436768,67.900961637497,2,102,1,1,406,FALSE,TRUE,165
